,createDate,dateScanned,purchaseDate,pointsEarned,finishedDate,pointsAwardedDate,modifyDate,bonusPointsEarned,totalSpent,rewardsReceiptStatus,_id,bonusPointsEarnedReason,userId,purchasedItemCount
351,{'$date': 1611088450000},{'$date': 1611088450000},{'$date': 1611002050000},50.0,{'$date': 1611088451000},{'$date': 1611088451000},{'$date': 1611088451000},45.0,1.00,FINISHED,{'$oid': '600742420a720f05fa000003'},COMPLETE_PARTNER_RECEIPT,54943462e4b07e684157a532,1.0
352,{'$date': 1611089609000},{'$date': 1611089609000},{'$date': 1610776800000},5.0,{'$date': 1611089610000},{'$date': 1611089610000},{'$date': 1611089610000},5.0,49.95,FINISHED,{'$oid': '600746c90a7214ad89000012'},All-receipts receipt bonus,6007464b6e64691717e8c1f0,5.0
353,{'$date': 1611089600000},{'$date': 1611089600000},{'$date': 1611089600000},300.0,{'$date': 1611089600000},{'$date': 1611089600000},{'$date': 1611089600000},300.0,25.00,FINISHED,{'$oid': '600746c00a7214ad8900000f'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6007464b6e64691717e8c1f0,5.0
354,{'$date': 1611090830000},{'$date': 1611090830000},{'$date': 1609967630000},5.0,{'$date': 1611090832000},{'$date': 1611090832000},{'$date': 1611090832000},5.0,1.00,FINISHED,{'$oid': '60074b8e0a7214ad8900002a'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
355,{'$date': 1611090813000},{'$date': 1611090813000},{'$date': 1611004413000},300.0,{'$date': 1611090814000},{'$date': 1611090814000},{'$date': 1611090814000},300.0,89.91,FINISHED,{'$oid': '60074b7d0a720f05fa000037'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60074b49325c8a1794623876,9.0
356,{'$date': 1611090842000},{'$date': 1611090842000},{'$date': 1611004442000},750.0,{'$date': 1611090842000},{'$date': 1611090842000},{'$date': 1611090842000},750.0,1.00,FINISHED,{'$oid': '60074b9a0a7214ad89000030'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60074b996e64691717e8f11a,1.0
357,{'$date': 1611090838000},{'$date': 1611090838000},{'$date': 1611004438000},5.0,{'$date': 1611090839000},{'$date': 1611090839000},{'$date': 1611090839000},5.0,1.00,FINISHED,{'$oid': '60074b960a7214ad8900002e'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
358,{'$date': 1611089640000},{'$date': 1611089640000},{'$date': 1611089640000},5.0,{'$date': 1611089641000},{'$date': 1611089641000},{'$date': 1611089641000},5.0,9.99,FINISHED,{'$oid': '600746e80a7214ad89000017'},All-receipts receipt bonus,6007464b6e64691717e8c1f0,1.0
359,{'$date': 1611090886000},{'$date': 1611090886000},{'$date': 1610776800000},5.0,{'$date': 1611090887000},{'$date': 1611090887000},{'$date': 1611090887000},5.0,49.95,FINISHED,{'$oid': '60074bc60a7214ad89000034'},All-receipts receipt bonus,60074b49325c8a1794623876,5.0
360,{'$date': 1611172368000},{'$date': 1611172368000},{'$date': 1610150400000},2055.5,{'$date': 1611172775000},{'$date': 1611172775000},{'$date': 1611172838000},750.0,612.95,FINISHED,{'$oid': '60088a100a7214ad890000bd'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6008896c633aab121bb8e11d,149.0
361,{'$date': 1611173213000},{'$date': 1611173213000},{'$date': 1611100800000},5850.0,{'$date': 1611173213000},{'$date': 1611173213000},{'$date': 1611173218000},750.0,21.00,FINISHED,{'$oid': '60088d5d0a7214ad890000ed'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60088d5cb6310511daa4ee6f,1.0
362,{'$date': 1611171670000},{'$date': 1611171670000},{'$date': 1613850070000},250.0,{'$date': 1611171671000},{'$date': 1611171671000},{'$date': 1611171671000},250.0,1.00,FINISHED,{'$oid': '600887560a720f05fa000098'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6008873eb6310511daa4e8eb,1.0
363,{'$date': 1611172430000},{'$date': 1611172430000},{'$date': 1611100800000},5.0,{'$date': 1611172430000},{'$date': 1611172430000},{'$date': 1611172435000},5.0,20.00,FINISHED,{'$oid': '60088a4e0a720f05fa0000da'},All-receipts receipt bonus,60088a46b6310511daa4ec97,1.0
364,{'$date': 1611173503000},{'$date': 1611173503000},{'$date': 1611087103000},5.0,{'$date': 1611173505000},{'$date': 1611173504000},{'$date': 1611173509000},5.0,11.00,FINISHED,{'$oid': '60088e7f0a720f05fa00011e'},All-receipts receipt bonus,54943462e4b07e684157a532,2.0
365,{'$date': 1611152053000},{'$date': 1611152053000},{'$date': 1611152053000},5.0,{'$date': 1611152053000},{'$date': 1611152053000},{'$date': 1611152053000},5.0,9.99,FINISHED,{'$oid': '60083ab50a7214ad89000049'},All-receipts receipt bonus,60083a1e325c8a17946255de,1.0
366,{'$date': 1611172422000},{'$date': 1611172422000},{'$date': 1611100800000},4850.0,{'$date': 1611172424000},{'$date': 1611172424000},{'$date': 1611172428000},750.0,28.00,FINISHED,{'$oid': '60088a460a720f05fa0000d5'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60088a46b6310511daa4ec97,3.0
367,{'$date': 1611153882000},{'$date': 1611153882000},{'$date': 1611067482000},173.6,{'$date': 1611153883000},{'$date': 1611153883000},{'$date': 1611153883000},150.0,4.66,FINISHED,{'$oid': '600841da0a7214ad89000051'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6008412f6e64697abedcd5d5,4.0
368,{'$date': 1611160489000},{'$date': 1611160489000},{'$date': 1610863200000},250.0,{'$date': 1611160490000},{'$date': 1611160490000},{'$date': 1611160490000},,49.95,FINISHED,{'$oid': '60085ba90a720f05fa00006a'},,60085b3dbe5fc90ee6a67b11,5.0
369,{'$date': 1611171727000},{'$date': 1611171727000},{'$date': 1509321600000},,,,{'$date': 1611171733000},,3.00,REJECTED,{'$oid': '6008878f0a7214ad8900007b'},,6008873eb6310511daa4e8eb,3.0
370,{'$date': 1611162203000},{'$date': 1611162203000},{'$date': 1611075803000},50.0,{'$date': 1611162204000},{'$date': 1611162204000},{'$date': 1611162204000},,9.99,FINISHED,{'$oid': '6008625b0a7214ad89000063'},,600861d3be5fc9247bab3e0c,1.0
371,{'$date': 1611173266000},{'$date': 1611173266000},{'$date': 1509321600000},,,,{'$date': 1611173267000},,3.00,REJECTED,{'$oid': '60088d920a720f05fa000109'},,60088d55633aab121bb8e41a,3.0
372,{'$date': 1611171758000},{'$date': 1611171758000},{'$date': 1611100800000},5.0,{'$date': 1611171758000},{'$date': 1611171758000},{'$date': 1611171763000},5.0,23.00,FINISHED,{'$oid': '600887ae0a7214ad8900008a'},All-receipts receipt bonus,600887a5b6310511daa4e9a7,3.0
373,{'$date': 1611172425000},{'$date': 1611172425000},{'$date': 1611100800000},300.0,{'$date': 1611172426000},{'$date': 1611172426000},{'$date': 1611172430000},300.0,28.00,FINISHED,{'$oid': '60088a490a720f05fa0000d6'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60088a46b6310511daa4ec97,3.0
374,{'$date': 1611173208000},{'$date': 1611173208000},{'$date': 1611100800000},9850.0,{'$date': 1611173209000},{'$date': 1611173209000},{'$date': 1611173214000},750.0,26.00,FINISHED,{'$oid': '60088d580a7214ad890000eb'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60088d58633aab121bb8e424,7.0
375,{'$date': 1611171703000},{'$date': 1611171703000},{'$date': 1610496000000},100.0,{'$date': 1611171704000},{'$date': 1611171704000},{'$date': 1611171704000},100.0,10.00,FINISHED,{'$oid': '600887770a7214ad89000075'},"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6008873eb6310511daa4e8eb,1.0
376,{'$date': 1611172429000},{'$date': 1611172429000},{'$date': 1611100800000},5.0,{'$date': 1611172430000},{'$date': 1611172430000},{'$date': 1611172434000},5.0,22.00,FINISHED,{'$oid': '60088a4d0a7214ad890000c7'},All-receipts receipt bonus,60088a46b6310511daa4ec97,3.0
377,{'$date': 1611173216000},{'$date': 1611173216000},{'$date': 1611100800000},150.0,{'$date': 1611173216000},{'$date': 1611173216000},{'$date': 1611173221000},150.0,23.00,FINISHED,{'$oid': '60088d600a7214ad890000ef'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60088d5cb6310511daa4ee6f,5.0
378,{'$date': 1611171983000},{'$date': 1611171983000},{'$date': 1611085583000},5.0,{'$date': 1611171989000},{'$date': 1611171983000},{'$date': 1611171989000},5.0,1.00,FINISHED,{'$oid': '6008888f0a720f05fa0000b5'},All-receipts receipt bonus,60088838633aab121bb8df69,2.0
379,{'$date': 1611172455000},{'$date': 1611172455000},{'$date': 1611086055000},5.0,{'$date': 1611172461000},{'$date': 1611172455000},{'$date': 1611172461000},5.0,1.00,FINISHED,{'$oid': '60088a670a720f05fa0000e0'},All-receipts receipt bonus,60088a25b6310511daa4ec42,2.0
380,{'$date': 1611106509000},{'$date': 1611106509000},{'$date': 1611014400000},50.9,{'$date': 1611106530000},{'$date': 1611106530000},{'$date': 1611106532000},21.0,2.99,FINISHED,{'$oid': '600788cd0a7214ad8900003a'},COMPLETE_PARTNER_RECEIPT,5cd06f1f2acf0a2667da628b,1.0
381,{'$date': 1611160493000},{'$date': 1611160493000},{'$date': 1610172000000},250.0,{'$date': 1611160493000},{'$date': 1611160493000},{'$date': 1611160493000},,49.95,FINISHED,{'$oid': '60085bad0a720f05fa00006c'},,60085b3dbe5fc90ee6a67b11,5.0
382,{'$date': 1611173479000},{'$date': 1611173479000},{'$date': 1611087079000},5.0,{'$date': 1611173480000},{'$date': 1611173480000},{'$date': 1611173480000},5.0,1.00,FINISHED,{'$oid': '60088e670a720f05fa00011d'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
383,{'$date': 1611171735814},{'$date': 1611171735814},,,,,{'$date': 1611171735814},,,SUBMITTED,{'$oid': '600887970a7214ad8900007c'},,6008873eb6310511daa4e8eb,
384,{'$date': 1611172426000},{'$date': 1611172426000},{'$date': 1611100800000},150.0,{'$date': 1611172426000},{'$date': 1611172426000},{'$date': 1611172431000},150.0,29.00,FINISHED,{'$oid': '60088a4a0a7214ad890000c5'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60088a46b6310511daa4ec97,4.0
385,{'$date': 1611162185000},{'$date': 1611162185000},{'$date': 1609804800000},350.0,{'$date': 1611162186000},{'$date': 1611162186000},{'$date': 1611162186000},300.0,10.00,FINISHED,{'$oid': '600862490a720f05fa000072'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600861d3be5fc9247bab3e0c,10.0
386,{'$date': 1611172600000},{'$date': 1611172600000},{'$date': 1611100800000},2300.0,{'$date': 1611172600000},{'$date': 1611172600000},{'$date': 1611172605000},300.0,20.00,FINISHED,{'$oid': '60088af80a7214ad890000d6'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60088af5633aab121bb8e31b,3.0
387,{'$date': 1611173215000},{'$date': 1611173215000},{'$date': 1611100800000},300.0,{'$date': 1611173216000},{'$date': 1611173216000},{'$date': 1611173220000},300.0,25.00,FINISHED,{'$oid': '60088d5f0a720f05fa0000fc'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60088d5cb6310511daa4ee6f,1.0
388,{'$date': 1611162195000},{'$date': 1611162195000},{'$date': 1611075794000},100.0,{'$date': 1611162195000},{'$date': 1611162195000},{'$date': 1611162195000},100.0,89.91,FINISHED,{'$oid': '600862530a720f05fa000074'},"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600861d3be5fc9247bab3e0c,9.0
389,{'$date': 1611172607000},{'$date': 1611172607000},{'$date': 1611100800000},5,,,{'$date': 1611172612000},5.0,10.00,REJECTED,{'$oid': '60088aff0a7214ad890000da'},All-receipts receipt bonus,60088aff633aab121bb8e33d,1.0
390,{'$date': 1611199166000},{'$date': 1611199166000},{'$date': 1611100800000},673.0,{'$date': 1611199200000},{'$date': 1611199200000},{'$date': 1611199209000},500.0,40.37,FINISHED,{'$oid': '6008f2be0a720f05fa000129'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6008f02fb6310511daa4f314,13.0
391,{'$date': 1611265514000},{'$date': 1611265514000},{'$date': 1611187200000},405.9,{'$date': 1611265565000},{'$date': 1611265565000},{'$date': 1611265576000},150.0,163.94,FINISHED,{'$oid': '6009f5ea0a7214ada2000004'},"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6009e60450b3311194385009,32.0
392,{'$date': 1611197966000},{'$date': 1611197966000},{'$date': 1611100800000},760.0,{'$date': 1611197998000},{'$date': 1611197998000},{'$date': 1611198000000},750.0,32.42,FINISHED,{'$oid': '6008ee0e0a7214ad89000125'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6008e9cdb6310511daa4f2e4,7.0
393,{'$date': 1611237535000},{'$date': 1611237535000},{'$date': 1610949600000},5.0,{'$date': 1611237536000},{'$date': 1611237536000},{'$date': 1611237536000},5.0,49.95,FINISHED,{'$oid': '6009889f0a7214ad89000133'},All-receipts receipt bonus,600987d77d983a11f63cfa92,5.0
394,{'$date': 1611266304615},{'$date': 1611266304615},,,,,{'$date': 1611266304615},,,SUBMITTED,{'$oid': '6009f9000a7214ada2000005'},,6009f6927d983a124e9adaad,
395,{'$date': 1611237539000},{'$date': 1611237539000},{'$date': 1610258400000},5.0,{'$date': 1611237539000},{'$date': 1611237539000},{'$date': 1611237539000},5.0,49.95,FINISHED,{'$oid': '600988a30a720f05fa000132'},All-receipts receipt bonus,600987d77d983a11f63cfa92,5.0
396,{'$date': 1611262720000},{'$date': 1611262720000},{'$date': 1611187200000},250.0,{'$date': 1611262746000},{'$date': 1611262746000},{'$date': 1611262755000},250.0,0.00,FINISHED,{'$oid': '6009eb000a7214ada2000003'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6009e60450b3311194385009,0.0
397,{'$date': 1611240185000},{'$date': 1611240185000},{'$date': 1611187200000},2143.3,{'$date': 1611240729000},{'$date': 1611240729000},{'$date': 1611240876000},750.0,349.16,FINISHED,{'$oid': '600992f90a720f05fa000133'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600992d17d983a11f63d11ad,118.0
398,{'$date': 1611265312000},{'$date': 1611265312000},{'$date': 1611187200000},300.0,{'$date': 1611265338000},{'$date': 1611265338000},{'$date': 1611265351000},300.0,80.46,FINISHED,{'$oid': '6009f5200a720f0535000005'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6009e60450b3311194385009,7.0
399,{'$date': 1611237506000},{'$date': 1611237506000},{'$date': 1609891200000},300.0,{'$date': 1611237507000},{'$date': 1611237507000},{'$date': 1611237507000},250.0,10.00,FINISHED,{'$oid': '600988820a7214ad8900012b'},"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600987d77d983a11f63cfa92,10.0
400,{'$date': 1611237462000},{'$date': 1611237462000},{'$date': 1611151062000},1550.0,{'$date': 1611237463000},{'$date': 1611237463000},{'$date': 1611237463000},45.0,1.00,FINISHED,{'$oid': '600988560a7214ad89000127'},COMPLETE_PARTNER_RECEIPT,54943462e4b07e684157a532,1.0
401,{'$date': 1611237530000},{'$date': 1611237530000},{'$date': 1610949600000},125.0,{'$date': 1611237530000},{'$date': 1611237530000},{'$date': 1611237530000},,25.00,FINISHED,{'$oid': '6009889a0a720f05fa00012f'},,600987d77d983a11f63cfa92,5.0
402,{'$date': 1611198621000},{'$date': 1611198621000},{'$date': 1611100800000},986.5,{'$date': 1611198988000},{'$date': 1611198988000},{'$date': 1611199040000},750.0,58.76,FINISHED,{'$oid': '6008f09d0a720f05fa000128'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6008f02fb6310511daa4f314,14.0
403,{'$date': 1611237466000},{'$date': 1611237466000},{'$date': 1611151066000},50.0,{'$date': 1611237467000},{'$date': 1611237467000},{'$date': 1611237467000},45.0,1.00,FINISHED,{'$oid': '6009885a0a7214ad89000129'},COMPLETE_PARTNER_RECEIPT,54943462e4b07e684157a532,1.0
404,{'$date': 1611237528000},{'$date': 1611237528000},{'$date': 1611151128000},5.0,{'$date': 1611237528000},{'$date': 1611237528000},{'$date': 1611237528000},5.0,10.00,FINISHED,{'$oid': '600988980a7214ad89000130'},All-receipts receipt bonus,600987d77d983a11f63cfa92,1.0
405,{'$date': 1611237520000},{'$date': 1611237520000},{'$date': 1611237520000},100.0,{'$date': 1611237521000},{'$date': 1611237521000},{'$date': 1611237521000},100.0,9.99,FINISHED,{'$oid': '600988900a7214ad8900012e'},"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600987d77d983a11f63cfa92,1.0
406,{'$date': 1611243705000},{'$date': 1611243705000},{'$date': 1611187200000},583.4,{'$date': 1611243730000},{'$date': 1611243730000},{'$date': 1611243743000},500.0,28.34,FINISHED,{'$oid': '6009a0b90a7214ada2000001'},"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60099c1450b33111fd61f702,10.0
407,{'$date': 1611242556000},{'$date': 1611242556000},{'$date': 1611187200000},4480.5,{'$date': 1611242917000},{'$date': 1611242917000},{'$date': 1611243070000},750.0,1083.24,FINISHED,{'$oid': '60099c3c0a7214ad89000135'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60099c1450b33111fd61f702,341.0
408,{'$date': 1611199271000},{'$date': 1611199271000},,,,,{'$date': 1611199314000},,0.16,FLAGGED,{'$oid': '6008f3270a720f05fa00012a'},,6008f02fb6310511daa4f314,1.0
409,{'$date': 1611261740000},{'$date': 1611261740000},{'$date': 1611187200000},3379.9,{'$date': 1611262062000},{'$date': 1611262062000},{'$date': 1611262191000},750.0,728.73,FINISHED,{'$oid': '6009e72c0a720f0535000003'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6009e60450b3311194385009,229.0
410,{'$date': 1611237537000},{'$date': 1611237537000},{'$date': 1610949600000},250.0,{'$date': 1611237538000},{'$date': 1611237538000},{'$date': 1611237538000},,49.95,FINISHED,{'$oid': '600988a10a720f05fa000131'},,600987d77d983a11f63cfa92,5.0
411,{'$date': 1611267449450},{'$date': 1611267449450},,,,,{'$date': 1611267449450},,,SUBMITTED,{'$oid': '6009fd790a720f0535000006'},,6009fd1550b33111943850b1,
412,{'$date': 1611237511000},{'$date': 1611237511000},{'$date': 1611151111000},323.6,{'$date': 1611237512000},{'$date': 1611237512000},{'$date': 1611237512000},300.0,4.66,FINISHED,{'$oid': '600988870a7214ad8900012c'},"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600987d77d983a11f63cfa92,4.0
413,{'$date': 1611237534000},{'$date': 1611237534000},{'$date': 1611151134000},5.0,{'$date': 1611237534000},{'$date': 1611237534000},{'$date': 1611237534000},5.0,1.00,FINISHED,{'$oid': '6009889e0a720f05fa000130'},All-receipts receipt bonus,600987d77d983a11f63cfa92,1.0
414,{'$date': 1611237448000},{'$date': 1611237448000},{'$date': 1610776800000},750.0,{'$date': 1611237450000},{'$date': 1611237450000},{'$date': 1611237450000},750.0,49.95,FINISHED,{'$oid': '600988480a720f05fa00012b'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600987d77d983a11f63cfa92,5.0
415,{'$date': 1611237468000},{'$date': 1611237468000},{'$date': 1611151068000},750.0,{'$date': 1611237469000},{'$date': 1611237469000},{'$date': 1611237469000},750.0,1.00,FINISHED,{'$oid': '6009885c0a7214ad8900012a'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6009885c50b33111fd61eee9,1.0
416,{'$date': 1611237461000},{'$date': 1611237461000},{'$date': 1611151061000},750.0,{'$date': 1611237461000},{'$date': 1611237461000},{'$date': 1611237461000},750.0,1.00,FINISHED,{'$oid': '600988550a720f05fa00012e'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600988557d983a11f63d08ef,1.0
417,{'$date': 1611237457000},{'$date': 1611237457000},{'$date': 1610114257000},5.0,{'$date': 1611237458000},{'$date': 1611237458000},{'$date': 1611237458000},5.0,1.00,FINISHED,{'$oid': '600988510a720f05fa00012c'},All-receipts receipt bonus,54943462e4b07e684157a532,1.0
418,{'$date': 1611196950660},{'$date': 1611196950660},,,,,{'$date': 1611196950660},,,SUBMITTED,{'$oid': '6008ea160a720f05fa000126'},,6008e9cdb6310511daa4f2e4,
419,{'$date': 1611241132000},{'$date': 1611241132000},{'$date': 1610841600000},6257.3,{'$date': 1611241885000},{'$date': 1611241885000},{'$date': 1611242168000},750.0,1198.68,FINISHED,{'$oid': '600996ac0a720f05fa000134'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",6009969150b33111fd61f6d9,348.0
